mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_metric,param_n_neighbors,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.004400491714477539,0.000489882756905429,0.005599784851074219,0.0004899220075652126,euclidean,11,"{'metric': 'euclidean', 'n_neighbors': 11}",0.17363846355412726,0.1415179994420065,-0.06602342970198838,0.009397630345614583,0.1406337363711918,0.07983288000219035,0.09223499669402412,23
0.003799581527709961,0.00040013984396607887,0.006903696060180664,0.0012848730174455285,euclidean,12,"{'metric': 'euclidean', 'n_neighbors': 12}",0.16738160633426724,0.13686493602920935,-0.03173040659803661,0.03330362091266659,0.11649164584193106,0.08446228050400753,0.07316485786682586,19
0.004200983047485352,0.00039980961399845613,0.005599308013916016,0.0004899239799938043,euclidean,13,"{'metric': 'euclidean', 'n_neighbors': 13}",0.16309283058279966,0.12678442939367351,-0.03841271655286138,0.03532393200408834,0.11360040656588577,0.08007777639871719,0.07244264061519143,22
0.0037981986999511717,0.00040159848257511087,0.005381250381469726,0.0004635834934177562,euclidean,14,"{'metric': 'euclidean', 'n_neighbors': 14}",0.1374667996162342,0.10119851219414489,-0.04031823655280209,0.056329802859028,0.10278883641685566,0.07149314290669213,0.06155658248221817,34
0.0041425228118896484,0.0002841957863532842,0.00600123405456543,0.0006326387106715087,euclidean,15,"{'metric': 'euclidean', 'n_neighbors': 15}",0.1249821763249157,0.11221284759541106,-0.05494970617908024,0.07064784374341126,0.10832652911980267,0.0722439381208921,0.06612345958010817,33
0.00419926643371582,0.00116532110144713,0.006599998474121094,0.0004901548663455705,euclidean,16,"{'metric': 'euclidean', 'n_neighbors': 16}",0.11663180002652651,0.10253137850289362,-0.008151990324764435,0.06587272531466926,0.10540368699082492,0.07645752010202997,0.045612512696115375,27
0.0038002490997314452,0.0007482265710402939,0.006000423431396484,0.0010947565628818888,euclidean,17,"{'metric': 'euclidean', 'n_neighbors': 17}",0.10279566749947588,0.11323353830635785,-0.0013860855866747457,0.06066383488040905,0.11412521736258197,0.07788643449243,0.04419024190481416,25
0.004201078414916992,0.000981146173640288,0.006000423431396484,0.0006339945266155039,euclidean,18,"{'metric': 'euclidean', 'n_neighbors': 18}",0.09045182693176423,0.08378387975979729,0.019111804055392922,0.05413838672859217,0.1292261678644523,0.07534241306799978,0.03691748610377044,28
0.0037885665893554687,0.00039542339416149375,0.00619053840637207,0.0011761121277971747,euclidean,19,"{'metric': 'euclidean', 'n_neighbors': 19}",0.09716775239174402,0.08461358783615147,0.00869832524831926,0.04959131304141817,0.10642680439359475,0.06929955658224554,0.03591799694754735,37
0.004000663757324219,0.0006319588178226393,0.005799531936645508,0.0003999518957014791,euclidean,20,"{'metric': 'euclidean', 'n_neighbors': 20}",0.10035764664407554,0.09138493010421433,0.016862670860737228,0.05931662490170697,0.09799511517614334,0.07318339753737549,0.03177945427849429,31
0.004581546783447266,0.00047842810821722753,0.00680074691772461,0.0007498255837318956,euclidean,21,"{'metric': 'euclidean', 'n_neighbors': 21}",0.08361850103679902,0.06192795553744246,0.00507137356683951,0.04699422302415823,0.0983922022490682,0.05920085108286148,0.0323067263551515,55
0.0042022705078125,0.000978137198169365,0.005797290802001953,0.0007497892249235825,euclidean,22,"{'metric': 'euclidean', 'n_neighbors': 22}",0.09375554286660837,0.06504015104071337,0.013588483100052229,0.03366330394931161,0.09376139019378382,0.05996177423009388,0.03210082372252345,53
0.004000520706176758,0.0006311314852341556,0.005999612808227539,0.00063136366481512,euclidean,23,"{'metric': 'euclidean', 'n_neighbors': 23}",0.09014493579954685,0.056767219049855266,0.004134370245204799,0.03489261050455683,0.07689085465594903,0.05256599805102256,0.030592471846281274,61
0.0039997100830078125,0.0006321107396889149,0.0056000232696533205,0.0004895340969585904,euclidean,24,"{'metric': 'euclidean', 'n_neighbors': 24}",0.09132016254679265,0.05094223310837176,0.003695694503810243,0.0499098789472201,0.0833077146237603,0.05583513674599101,0.030956421675149354,58
0.003985404968261719,3.088160304957546e-05,0.005790185928344726,0.0007465834284737604,euclidean,25,"{'metric': 'euclidean', 'n_neighbors': 25}",0.0806769014954648,0.049207611153071595,-0.003231397159415339,0.049512303584905215,0.09374659326863977,0.05398240246853321,0.03349622794372165,60
0.0037998199462890626,0.0003996613308273543,0.005801010131835938,0.0007470681183494887,euclidean,26,"{'metric': 'euclidean', 'n_neighbors': 26}",0.0790378741426363,0.04221010717723528,-0.024781770692403393,0.060511870714160754,0.09021169405360874,0.04943795507904754,0.040551434216094924,62
0.003428077697753906,0.0004696792902379991,0.005570697784423828,0.0009796995852941936,euclidean,27,"{'metric': 'euclidean', 'n_neighbors': 27}",0.067547644576884,0.04137607400144405,-0.011895769999277661,0.05225115194616814,0.07697225420708409,0.04525027094646052,0.031090670064554134,69
0.004029417037963867,0.0006357311593319128,0.005771350860595703,0.0007808240773956782,euclidean,28,"{'metric': 'euclidean', 'n_neighbors': 28}",0.07387489352500576,0.031228128732815552,-0.017782203350246606,0.055555756072210194,0.06730197478100597,0.042035709952158176,0.03325626545402233,77
0.003800821304321289,0.0007489544858180697,0.005399274826049805,0.0004900395968444212,euclidean,29,"{'metric': 'euclidean', 'n_neighbors': 29}",0.07668489314588811,0.022178429071567307,-0.009849705659179975,0.05774860323641473,0.06455607447693967,0.04226365885432597,0.03175145944143703,76
0.0037984371185302733,0.00039898177475331247,0.005401420593261719,0.0004872191881555824,euclidean,30,"{'metric': 'euclidean', 'n_neighbors': 30}",0.07646580406984527,0.029928099418327747,0.003782902222344453,0.07007720187650213,0.052832600964444754,0.04661732171029287,0.02680763028083109,64
0.0037978172302246095,0.0003989041488830521,0.005804443359375,0.0007490723628400877,euclidean,31,"{'metric': 'euclidean', 'n_neighbors': 31}",0.0780022488377482,0.026246917254135527,0.0009714263257741829,0.06644960183105841,0.06018961108719201,0.046371961067181666,0.02849821102613426,65
0.0036774158477783205,0.0005682321864116816,0.005523824691772461,0.0004519380629891749,euclidean,32,"{'metric': 'euclidean', 'n_neighbors': 32}",0.08392206621418796,0.016812128007481886,0.0028923657424775318,0.06744063862327654,0.06047413503887611,0.046308266725260006,0.03103871626376726,66
0.0037994861602783205,0.0007486597196564913,0.0052512168884277345,0.0007418081417816786,euclidean,33,"{'metric': 'euclidean', 'n_neighbors': 33}",0.08311175353665401,0.007418335651314889,0.014084871223811857,0.06603713029569869,0.05660225889621895,0.04545086992073968,0.029653968652610874,68
0.003799581527709961,0.00039978109811923457,0.00530848503112793,0.00040439219824248216,euclidean,34,"{'metric': 'euclidean', 'n_neighbors': 34}",0.07352843350238214,0.0061156440067545725,0.02429929630952188,0.06205612651479253,0.0514791635760774,0.0434957327819057,0.024803067170845086,73
0.004000043869018555,0.0010958883843504344,0.005733776092529297,0.0009049029773717306,euclidean,35,"{'metric': 'euclidean', 'n_neighbors': 35}",0.08213887444433043,0.004547092662712804,0.013228717473122487,0.0706323724405945,0.05109930557046405,0.04432927251824485,0.030715203951902685,70
0.004200363159179687,0.0007485448972156628,0.006201267242431641,0.0011655678980123053,euclidean,36,"{'metric': 'euclidean', 'n_neighbors': 36}",0.07539279954783751,-0.002836610041780485,0.020474201454545482,0.061088782053046575,0.051510767325655404,0.0411259880678609,0.028424557958934383,78
0.004390573501586914,0.0010233547395324153,0.005985832214355469,0.0008788456627912311,euclidean,37,"{'metric': 'euclidean', 'n_neighbors': 37}",0.07909679070980635,0.006309266514323397,0.023019968662382984,0.06792249257998972,0.05870230058690851,0.047010163810682196,0.027697204504048473,63
0.0035980701446533202,0.0004924076778518173,0.0060021400451660155,0.0010955476697667296,euclidean,38,"{'metric': 'euclidean', 'n_neighbors': 38}",0.08972897723459361,0.00010262516711578851,0.026291656640062833,0.04901154295299437,0.05413551148990969,0.04385406269693526,0.029864500558836795,72
0.004399728775024414,0.000800514576234482,0.005800199508666992,0.0007484430840254215,euclidean,39,"{'metric': 'euclidean', 'n_neighbors': 39}",0.10256057272686525,-0.007766482437138178,0.019781062553173245,0.05861804364947121,0.046757532990583495,0.043990145896591004,0.03719396998407551,71
0.003999185562133789,1.2100770512055894e-06,0.004800653457641602,0.0004001167161117077,euclidean,40,"{'metric': 'euclidean', 'n_neighbors': 40}",0.11516429886671709,-0.0006851865064108065,0.009501477048185714,0.058498397170236416,0.04697861782045332,0.04589152087983635,0.041115587897032346,67
0.003200197219848633,0.00039951899117422144,0.0055523872375488285,0.0007820216562203993,euclidean,41,"{'metric': 'euclidean', 'n_neighbors': 41}",0.11641470951572463,-0.006729660201160836,0.0041166003300416865,0.04804696616347559,0.05517406942728087,0.04340453704707239,0.04369791534995259,74
0.0036250591278076173,0.00046104836182028004,0.00564885139465332,0.0008866065004400441,euclidean,42,"{'metric': 'euclidean', 'n_neighbors': 42}",0.12160858660016849,-0.013284974099303959,0.001349016126809377,0.033758023002978366,0.051781063632884705,0.039042343052707394,0.047257419796295,79
0.003593301773071289,0.00048454301429719205,0.0052010536193847655,0.00039961512649839274,euclidean,43,"{'metric': 'euclidean', 'n_neighbors': 43}",0.1176334149024939,-0.011908172462540945,-0.005012004898570233,0.02724570066172627,0.048977715758370066,0.035387330792295814,0.04665699092003777,80
0.003630399703979492,0.000853375720371104,0.005198907852172851,0.00039973550488513524,euclidean,44,"{'metric': 'euclidean', 'n_neighbors': 44}",0.13185006517887743,-0.023104509552547947,-0.00516074560930857,0.01616802697267261,0.04434697471674165,0.032819962341287034,0.0543823518558749,81
0.0035973548889160155,0.0004896732601196733,0.004953575134277344,0.000870549121745743,euclidean,45,"{'metric': 'euclidean', 'n_neighbors': 45}",0.1312828045314296,-0.02242136264668204,-0.012585069894750944,0.02252481721054833,0.030320551114581762,0.029824348063025342,0.05454451535427831,82
0.0031987667083740235,0.0004003578165687953,0.005002403259277343,0.000632489370944869,euclidean,46,"{'metric': 'euclidean', 'n_neighbors': 46}",0.12420792952740611,-0.02290358690302785,-0.013269749389927199,0.023881640431901996,0.02521743559175449,0.02742673385162151,0.052102578550558595,83
0.0032004833221435545,0.0003996134479989898,0.004602241516113281,0.0004941451161851565,euclidean,47,"{'metric': 'euclidean', 'n_neighbors': 47}",0.10433220379783226,-0.024393306257745273,-0.00969020295459666,0.02331596901478572,0.028701958274822248,0.02445332437501966,0.044613346944062084,84
0.0033233642578125,0.0004165917626329343,0.003998327255249024,4.821481574922385e-06,euclidean,48,"{'metric': 'euclidean', 'n_neighbors': 48}",0.10501717755840945,-0.028044399212143745,-0.0154789679869074,0.01935875909123763,0.035141651965760246,0.023198844283271236,0.046847539392122085,85
0.0034008026123046875,0.000489104101934315,0.004400825500488282,0.0004906878545030672,euclidean,49,"{'metric': 'euclidean', 'n_neighbors': 49}",0.10009975306772212,-0.03438051538484088,-0.015601964724265782,0.017386911093547397,0.035890651930585715,0.020678967196549713,0.04668564416906109,86
0.003673362731933594,0.00041740137225482535,0.004797601699829101,0.0004005118369120456,euclidean,50,"{'metric': 'euclidean', 'n_neighbors': 50}",0.09899212703239302,-0.04027052902076167,-0.01939700259005872,0.015038192261512928,0.024062572439929153,0.015685072024602943,0.047691608545580313,88
0.0032012939453125,0.00039743258398154186,0.003344154357910156,0.0006892209728012374,manhattan,1,"{'metric': 'manhattan', 'n_neighbors': 1}",-0.3673609061668539,-0.45044344874880093,-0.4629170183692308,-0.7494108776742938,-0.0712402468472415,-0.42027449956128426,0.2171101394390766,99
0.0027991294860839843,0.0003994042403917727,0.004001045227050781,0.0006315079924549554,manhattan,2,"{'metric': 'manhattan', 'n_neighbors': 2}",-0.04983108127505509,-0.1338842192914902,-0.23331533727318954,-0.32338449251891155,0.14278746283822052,-0.11952553350408517,0.16023619515674006,97
0.002798652648925781,0.0004030943868739295,0.004868268966674805,0.0021138468309647774,manhattan,3,"{'metric': 'manhattan', 'n_neighbors': 3}",0.10811285796983372,-0.05876247514524158,-0.16547126474578744,-0.20477441006286456,0.1580766967987769,-0.03256371903705659,0.1443197700247308,95
0.004200983047485352,0.0014687336741415781,0.004999113082885742,0.001095456813881068,manhattan,4,"{'metric': 'manhattan', 'n_neighbors': 4}",0.1420342361853535,-0.013748505653427445,-0.14818950762134397,-0.2748608714844578,0.17143095311021184,-0.02466673909273278,0.16983386358182045,94
0.0032009601593017576,0.00039949738684931095,0.003799104690551758,0.00039966465897136135,manhattan,5,"{'metric': 'manhattan', 'n_neighbors': 5}",0.10584243821720107,-0.07159234714927898,-0.11515209479290411,-0.15500486279484393,0.1126050837282413,-0.024660356558316932,0.11247563049556547,93
0.0033997058868408202,0.000489512201374942,0.003799724578857422,0.0007489793948081279,manhattan,6,"{'metric': 'manhattan', 'n_neighbors': 6}",0.1523779722020946,-0.052657954080301383,-0.1561046225998961,-0.11914492818946809,0.08774442317717102,-0.017557021898079995,0.11892343113089289,92
0.003200244903564453,0.0007487873570966017,0.004208803176879883,0.0003961153461487584,manhattan,7,"{'metric': 'manhattan', 'n_neighbors': 7}",0.18038234421431398,0.04643454561238858,-0.09864926350935943,-0.04882864363917472,0.02398591937664718,0.020664980410963117,0.09513147535119634,87
0.003200864791870117,0.0003991902183810348,0.00419912338256836,0.00039835010443616323,manhattan,8,"{'metric': 'manhattan', 'n_neighbors': 8}",0.18724328817924907,0.10346644570377206,-0.0775771446551472,-0.0373343708957774,0.1012509457345252,0.055409832813324345,0.09805909353844856,59
0.003638553619384766,0.000774195288809008,0.0038005352020263673,0.0004002650350804649,manhattan,9,"{'metric': 'manhattan', 'n_neighbors': 9}",0.16261553061306866,0.08220989540726842,-0.057082903452509326,0.004909779293580829,0.1244580046284236,0.06342206129796643,0.07982837480294548,48
0.003417348861694336,0.0005594915025102938,0.0038000106811523437,0.0004001186766327928,manhattan,10,"{'metric': 'manhattan', 'n_neighbors': 10}",0.19139481163437766,0.07012766373126433,-0.029437486525629053,0.027606181748900838,0.1435204503590598,0.08064232418959472,0.07907050960052428,21
0.0029997825622558594,0.000633321320208785,0.003999948501586914,3.1231923854470854e-06,manhattan,11,"{'metric': 'manhattan', 'n_neighbors': 11}",0.2180540275520182,0.08290557200752202,-0.03392822246234162,0.027952180299124052,0.16762232264985366,0.09252117600923526,0.09126855369112824,14
0.0031982421875,0.0004014541451453256,0.0038024425506591798,0.0007484968873207152,manhattan,12,"{'metric': 'manhattan', 'n_neighbors': 12}",0.2504868279375416,0.08671757837750571,-0.026686778269595424,0.015341241978680142,0.1433929219997917,0.09385035840478476,0.09770691728412578,13
0.0025982379913330076,0.000488878384184075,0.004305982589721679,0.0006136195714362782,manhattan,13,"{'metric': 'manhattan', 'n_neighbors': 13}",0.23060877636054056,0.07413155547882988,0.019250349542680345,0.02666379515814421,0.1343168103644633,0.09699425738093166,0.07843341750052539,7
0.0033994197845458986,0.0010195835146188518,0.0034022808074951174,0.0004882925747511794,manhattan,14,"{'metric': 'manhattan', 'n_neighbors': 14}",0.19800452379432998,0.06500512534293135,0.007695963418599794,0.017922048155541215,0.1242195005204978,0.08256943224638003,0.07092787044457745,20
0.0028008937835693358,0.00039861993324351313,0.003798818588256836,0.0004015561929879726,manhattan,15,"{'metric': 'manhattan', 'n_neighbors': 15}",0.17023166656395516,0.07694250360264232,0.041505908737945796,0.0072245075935123415,0.12714487665438956,0.08460989263048904,0.058387589668800616,18
0.0029999256134033204,0.0006323408121834695,0.003799152374267578,0.0007520164550500945,manhattan,16,"{'metric': 'manhattan', 'n_neighbors': 16}",0.1906090508312156,0.10787344596281823,0.04973141820759219,0.027219434642926532,0.11086502151814526,0.09725967423253956,0.05687958160712716,6
0.002944278717041016,0.0006430155955994477,0.0036010265350341795,0.00048770226204204796,manhattan,17,"{'metric': 'manhattan', 'n_neighbors': 17}",0.167496608078038,0.1172513142436078,0.05183717153573697,0.0420518861856396,0.10776575840890723,0.09728054769038592,0.04594425270876924,5
0.0029983997344970705,4.54973619151175e-06,0.0044019222259521484,0.0004888141413853812,manhattan,18,"{'metric': 'manhattan', 'n_neighbors': 18}",0.1613736864375621,0.11231040192042296,0.05112248499677774,0.04936470038160645,0.11713116482911679,0.09826048771309721,0.04277748874381055,3
0.0032000064849853514,0.0007484685112807039,0.003999900817871094,3.162979879718208e-07,manhattan,19,"{'metric': 'manhattan', 'n_neighbors': 19}",0.1346859527592189,0.11972548408851735,0.06285067429573266,0.05028008613515844,0.11650205597558272,0.09680885065084202,0.03366230222943234,8
0.003199863433837891,0.0004002810767112965,0.004199886322021484,0.0009800267845703025,manhattan,20,"{'metric': 'manhattan', 'n_neighbors': 20}",0.14181698557587963,0.12833118680925348,0.06489752168676488,0.04689224323139962,0.10070583742886596,0.09652875494643272,0.03617785161328549,9
0.00399932861328125,0.000632337701855792,0.004378461837768554,0.00046324904407637904,manhattan,21,"{'metric': 'manhattan', 'n_neighbors': 21}",0.14067660184086317,0.11275915419693561,0.05515303629327284,0.0372453513046489,0.10167699992098123,0.08950222871134035,0.03799624812615231,15
0.0029999256134033204,0.0006329378735622556,0.00430593490600586,0.00040315033878998176,manhattan,22,"{'metric': 'manhattan', 'n_neighbors': 22}",0.1494638561750219,0.11576749920576024,0.0418201102128164,0.0702535179253555,0.09841838180342377,0.09514467306447556,0.037012620518516316,12
0.0038849353790283204,0.00047190958768058986,0.004504013061523438,0.0006669981294860964,manhattan,23,"{'metric': 'manhattan', 'n_neighbors': 23}",0.1684112682696871,0.10804934350198914,0.040665496736363105,0.07079977765943579,0.0930035183349861,0.09618588090049225,0.042648195864593764,10
0.003199052810668945,0.00040021290670223076,0.003731107711791992,0.0006397090037294304,manhattan,24,"{'metric': 'manhattan', 'n_neighbors': 24}",0.16821560984329553,0.09401073312216623,0.05175399293872185,0.07369224035645894,0.10604018904636159,0.09874255306140083,0.03933851593170411,2
0.0037984371185302733,0.0007502960999312757,0.005201101303100586,0.0011656492708933704,manhattan,25,"{'metric': 'manhattan', 'n_neighbors': 25}",0.15709310565860501,0.10264360073531953,0.06631695212643673,0.09126441091915138,0.10692740314142724,0.10484909451618799,0.029691378867893112,1
0.0033997535705566407,0.0004896681523801292,0.004800319671630859,0.0007480734497714237,manhattan,26,"{'metric': 'manhattan', 'n_neighbors': 26}",0.14435277799749613,0.07997936077780221,0.06700607395406866,0.09263364568500176,0.10684995586877677,0.0981643628566291,0.026611769274411785,4
0.003491926193237305,0.000617476308041672,0.005107879638671875,0.001016183683940601,manhattan,27,"{'metric': 'manhattan', 'n_neighbors': 27}",0.14223176255706116,0.08944348438340322,0.060632610653436614,0.07627284395579914,0.11029689789856534,0.09577551988965309,0.028370851287436234,11
0.003400087356567383,0.0004896877333068048,0.0046008586883544925,0.0004885032175365052,manhattan,28,"{'metric': 'manhattan', 'n_neighbors': 28}",0.1303282753526842,0.09101946468979605,0.04186315010431396,0.08032725194119106,0.09818246971813116,0.08834412236122328,0.028605491189559355,16
0.0034566879272460937,0.00045568422536472605,0.00454401969909668,0.00045371971431836346,manhattan,29,"{'metric': 'manhattan', 'n_neighbors': 29}",0.11989288515263397,0.09051820018944756,0.042420116659892315,0.08010303250202544,0.10643665832497062,0.08787417856579398,0.0264696676652364,17
0.0033986568450927734,0.0004896928872740048,0.004399538040161133,0.0004898819678685542,manhattan,30,"{'metric': 'manhattan', 'n_neighbors': 30}",0.10315403833647396,0.07853889700937933,0.030156488614993204,0.08067922718553922,0.10527096115602419,0.07955992246048198,0.027058212899370597,24
0.0031982898712158204,0.0003992806585979579,0.004202461242675782,0.0004007393663213429,manhattan,31,"{'metric': 'manhattan', 'n_neighbors': 31}",0.10870494728495717,0.06817596369111589,0.021381939636669234,0.0785010038949755,0.08940969693992196,0.07323471028952795,0.029195213633457215,30
0.0034009933471679686,0.0007983696714896737,0.005238676071166992,0.000975403964627005,manhattan,32,"{'metric': 'manhattan', 'n_neighbors': 32}",0.11046618986146028,0.06471793772459333,0.026351863641086548,0.08375398534425493,0.08367273277994047,0.07379254187026711,0.027838000562986992,29
0.0027994632720947264,0.0004002849961338495,0.004201459884643555,0.0007477495620327914,manhattan,33,"{'metric': 'manhattan', 'n_neighbors': 33}",0.11128466247125346,0.052982332144154265,0.006956262647997868,0.07414457090920146,0.08925122437003352,0.06692381050852811,0.03552185128271047,40
0.003240489959716797,0.00038813119998063833,0.0048405170440673825,0.001175960352812205,manhattan,34,"{'metric': 'manhattan', 'n_neighbors': 34}",0.11176008218230005,0.058556206055086824,0.0156133037875269,0.07026233506173385,0.09480580889340162,0.07019954719600985,0.03300901539809184,36
0.0031997203826904298,0.0004001149260623272,0.004804658889770508,0.0013344372547488279,manhattan,35,"{'metric': 'manhattan', 'n_neighbors': 35}",0.10674890672939297,0.05879207669326858,0.00940879007406592,0.06923511977076269,0.08560157106402866,0.06595729286630377,0.03258733210169446,42
0.0028000831604003905,0.0007486723112692923,0.004399824142456055,0.001019814311297927,manhattan,36,"{'metric': 'manhattan', 'n_neighbors': 36}",0.10877382118579715,0.05567787635969346,0.0004402953791003972,0.0734431266844181,0.08007677789547363,0.06368237950089654,0.03594696057284787,47
0.0031996726989746093,0.0003996614730562975,0.005000162124633789,0.0008949489516860048,manhattan,37,"{'metric': 'manhattan', 'n_neighbors': 37}",0.11571319423918203,0.047997101194602654,0.009780506623690899,0.06775516018480954,0.08596514616973394,0.06544222168240381,0.035654647797851435,45
0.0033998012542724608,0.0004896290253279352,0.004196882247924805,0.0004017853493466129,manhattan,38,"{'metric': 'manhattan', 'n_neighbors': 38}",0.12395510932979303,0.0549917724559742,0.018703937691044836,0.0566075038015329,0.0729869664071997,0.06544905793710894,0.03421231439014941,44
0.0027998924255371095,0.00040001887674903766,0.00480046272277832,0.0009804260231543146,manhattan,39,"{'metric': 'manhattan', 'n_neighbors': 39}",0.1328202734463001,0.04770022426263487,0.030664777234199914,0.054670765303579616,0.06347253400068043,0.06586571484947898,0.035165489287257,43
0.0032005786895751955,0.00039992743228828173,0.004999399185180664,0.0006324120111314081,manhattan,40,"{'metric': 'manhattan', 'n_neighbors': 40}",0.14337465952140072,0.04696560304695563,0.04164345054234719,0.054641629245471446,0.06616981498215846,0.07055903146766669,0.037329627077192874,35
0.0033996105194091797,0.0004896873154151949,0.004800176620483399,0.0007484813035672295,manhattan,41,"{'metric': 'manhattan', 'n_neighbors': 41}",0.14122303404408287,0.039483504296049965,0.027675913472724134,0.056387714814829404,0.060760178339072435,0.06510606899335177,0.03986532628152219,46
0.0033999919891357423,0.0004893758312484272,0.004999971389770508,0.0010954093354401445,manhattan,42,"{'metric': 'manhattan', 'n_neighbors': 42}",0.14376031841361003,0.04318371683584721,0.030480800881547032,0.06139641143423924,0.06046073990628342,0.06785639749430539,0.03965730393007941,39
0.0038001537322998047,0.0009804453459665461,0.004600143432617188,0.0004896683845512643,manhattan,43,"{'metric': 'manhattan', 'n_neighbors': 43}",0.14648350038386027,0.0360506664028345,0.029313248306279238,0.06260195298987958,0.05631252555873423,0.06615237872831756,0.0420136928987177,41
0.0037995338439941405,0.0007482901863372417,0.005002737045288086,0.0008976220448161672,manhattan,44,"{'metric': 'manhattan', 'n_neighbors': 44}",0.1313394182199995,0.03901342270502928,0.031991297165884225,0.057358351344783065,0.05377126989153935,0.06269475186544708,0.03556319277364051,49
0.0031980037689208984,0.0003993080770725334,0.004201650619506836,0.0003998305872840336,manhattan,45,"{'metric': 'manhattan', 'n_neighbors': 45}",0.1245843251572113,0.03654598197063785,0.040438583667050554,0.05223953057692843,0.05671461077291673,0.06210460642894897,0.032102170810152444,50
0.00276799201965332,0.0003898632794657873,0.004597854614257812,0.0008012552367318622,manhattan,46,"{'metric': 'manhattan', 'n_neighbors': 46}",0.127348303953295,0.028444688845386534,0.044099460487923015,0.049443737057590975,0.057447863420409306,0.061356810752920966,0.034331042150097794,52
0.0033972740173339845,0.0008026196419177444,0.005800056457519531,0.0007477680953151637,manhattan,47,"{'metric': 'manhattan', 'n_neighbors': 47}",0.12233115000695483,0.027122562750669155,0.04742846705614023,0.04964898919265903,0.06161018015648523,0.0616282698325817,0.032312911888170315,51
0.0037998199462890626,0.0003997806146853206,0.005800056457519531,0.0014464635746732526,manhattan,48,"{'metric': 'manhattan', 'n_neighbors': 48}",0.12045995220955097,0.015870641404016506,0.0497777445218589,0.05443341919763056,0.05870331528311634,0.059849014523234656,0.033881720287930524,54
0.004303073883056641,0.0013988369145204154,0.005398750305175781,0.0008000156506723907,manhattan,49,"{'metric': 'manhattan', 'n_neighbors': 49}",0.11859779626962585,0.01740537168057177,0.04945684367294145,0.054049954747531825,0.055657116152147634,0.05903341650456371,0.03288998174221967,56
0.005000638961791992,0.0012650091364136383,0.006264448165893555,0.0010614727272979288,manhattan,50,"{'metric': 'manhattan', 'n_neighbors': 50}",0.11493690597393524,0.008993757593459994,0.05224827836172219,0.05227539058634545,0.060647255916940535,0.05782031768648068,0.03381160465478459,57
