ARS-ID,정류소명
04520,모닝후레쉬
04521,화단삼거리
04522,금호어린이집
04523,논골.금호벽산아파트.성동공유센터
04524,행당서울숲푸르지오상가앞
04526,성수이비즈센터
04527,한남하이츠아파트
04528,금호사거리
04529,금호산입구
04530,한진아파트후문
04531,신동아아파트후문
04533,경수중학교입구
04535,제일감리교회
04536,신금호역
04538,행당서울숲푸르지오109동앞
04539,벽산아파트정문
04540,성수역2번출구
04541,옥수종합사회복지관
04542,응봉동현대아파트
04544,행당2동주민센터
04545,삼거리정자앞
04546,금호119안전센터
04547,경동초등학교입구
04548,옥수삼성아파트
04549,현대공업사앞
04550,두산상가후문
04551,중앙병원
04552,무학중학교.무학여고
04553,만물상회앞
04554,논골사거리
04556,응봉초등학교.대림아파트
04557,한신아파트
04559,상봉노인정앞
04560,논골신협.대림아파트후문
04562,옥수삼성아파트
04563,응봉역.광희중
04564,우리은행.백범학원터
04565,금남시장.화단앞
04566,금호공원
04567,대현산체육관입구
04569,지하철2호선성수역
04570,옥수종합사회복지관
04572,대우아파트입구
04573,원형화단
04574,성동구청
04575,금봉어린이집.또또와마트
